CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
31,0,4,4,39,low
49,0,3,3,55,low
46,0,3,6,55,low
51,0,2,5,58,low
57,6,15,16,94,normal
44,0,5,4,53,low
37,0,1,4,42,low
42,4,4,5,55,low
51,0,9,7,67,low
34,0,4,7,45,low
45,0,1,1,47,low
45,0,1,3,49,low
50,0,3,0,53,low
34,0,4,4,42,low
129,22,42,1,194,heavy
144,16,49,0,209,heavy
111,28,20,3,162,normal
67,11,10,16,104,normal
65,24,7,16,112,normal
94,27,7,16,144,normal
94,20,8,7,129,normal
67,29,5,10,111,low
56,12,2,14,84,normal
57,13,3,11,84,low
129,22,42,1,194,heavy
144,16,49,0,209,heavy
111,28,20,3,162,normal
120,27,46,3,196,heavy
102,39,47,1,189,heavy
145,23,27,0,195,heavy
114,37,21,5,177,heavy
108,18,22,1,149,normal
122,28,33,1,184,heavy
114,39,30,3,186,heavy
150,36,25,1,212,heavy
107,10,49,2,168,heavy
124,24,22,0,170,heavy
77,16,39,29,161,high
15,23,30,21,89,normal
32,22,38,21,113,high
68,13,29,24,134,high
27,16,36,30,109,normal
76,7,11,15,109,normal
41,23,20,17,101,normal
33,10,3,29,75,normal
58,8,14,29,109,normal
65,7,11,26,109,normal
47,9,6,29,91,normal
38,10,5,25,78,normal
57,8,12,29,106,normal
20,6,4,20,50,normal
24,9,14,23,70,normal
52,10,13,21,96,normal
79,15,36,18,148,high
84,24,22,18,148,normal
59,19,35,16,129,high
88,26,31,19,164,high
24,11,32,13,80,normal
110,17,23,20,170,heavy
29,26,5,6,66,low
43,26,11,20,100,normal
68,28,9,15,120,normal
108,16,8,18,150,normal
101,26,8,14,149,normal
141,31,36,6,214,heavy
120,25,28,5,178,heavy
137,23,44,5,209,heavy
124,11,30,7,172,heavy
145,25,49,7,226,heavy
122,37,23,8,190,heavy
136,30,20,9,195,heavy
145,18,40,9,212,heavy
138,34,28,5,205,heavy
123,10,29,8,170,heavy
105,15,21,9,150,normal
75,22,20,11,128,normal
90,12,10,13,125,normal
102,22,20,16,160,normal
61,18,15,27,121,high
70,8,14,6,98,low
80,17,12,34,143,high
62,12,14,19,107,normal
96,5,11,13,125,normal
102,6,12,13,133,normal
91,14,15,6,126,normal
95,8,17,13,133,normal
75,15,12,21,123,high
53,21,20,10,104,normal
13,1,0,19,33,normal
10,0,1,24,35,normal
16,2,0,33,51,normal
11,1,0,29,41,normal
18,2,1,13,34,normal
15,0,1,11,27,low
14,1,0,33,48,normal
17,2,0,22,41,normal
12,2,1,17,32,normal
18,0,0,29,47,normal
16,1,0,14,31,normal
20,0,0,14,34,normal
20,1,1,30,52,normal
15,0,1,23,39,normal
16,0,1,26,43,normal
18,4,0,11,33,low
17,3,1,36,57,normal
14,4,1,10,29,low
18,2,1,25,46,normal
12,2,0,19,33,normal
11,4,0,30,45,normal
19,1,1,36,57,normal
10,4,0,36,50,normal
20,1,1,32,54,normal
15,5,1,40,61,normal
104,6,5,1,116,normal
109,25,3,8,145,normal
82,23,8,20,133,normal
81,25,1,18,125,normal
95,16,10,1,122,normal
91,24,7,6,128,normal
81,30,10,0,121,normal
125,13,26,2,166,high
125,39,49,3,216,heavy
125,34,37,1,197,heavy
125,19,25,4,173,heavy
125,15,49,0,189,heavy
125,32,50,5,212,heavy
125,38,50,1,214,heavy
125,29,29,3,186,heavy
125,31,48,4,208,heavy
125,32,50,0,207,heavy
125,31,45,0,201,heavy
125,21,20,1,167,normal
125,28,36,0,189,heavy
39,10,37,16,102,normal
89,8,12,13,122,normal
51,16,16,13,96,normal
17,9,18,28,72,normal
48,25,36,21,130,high
93,7,30,16,146,high
55,15,36,15,121,high
51,10,8,22,91,normal
51,7,3,24,85,normal
51,9,7,30,97,normal
51,7,14,20,92,normal
51,10,14,20,95,normal
51,10,6,22,89,normal
51,8,11,22,92,normal
51,6,10,26,93,normal
51,7,7,27,92,normal
104,17,25,20,166,normal
6,28,27,14,75,normal
54,29,37,9,129,high
43,13,30,20,106,normal
60,21,26,11,118,high
101,23,8,20,152,normal
62,26,19,11,118,normal
39,24,13,11,87,low
90,20,35,7,152,high
109,30,22,20,181,heavy
68,26,25,20,139,normal
142,22,37,6,207,heavy
113,14,20,5,152,normal
142,13,37,8,200,heavy
108,23,26,9,166,high
122,29,30,7,188,heavy
133,12,30,7,182,heavy
118,23,38,10,189,heavy
121,35,26,8,190,heavy
116,23,20,8,167,normal
132,12,27,8,179,heavy
144,17,33,7,201,heavy
103,21,11,11,146,normal
107,15,10,15,147,normal
50,10,10,17,87,normal
108,15,10,6,139,normal
108,24,15,29,176,heavy
101,6,15,13,135,normal
55,17,12,19,103,normal
77,7,20,16,120,normal
91,12,19,8,130,normal
95,25,17,29,166,high
78,17,17,27,139,high
98,16,16,21,151,high
86,13,11,35,145,high
18,4,0,16,38,normal
18,5,0,12,35,low
18,2,1,25,46,normal
18,1,0,17,36,normal
18,5,0,21,44,normal
18,0,1,12,31,low
18,3,1,28,50,normal
18,4,1,40,63,normal
18,1,1,39,59,normal
18,4,0,30,52,normal
18,5,1,13,37,normal
18,2,0,37,57,normal
18,0,0,13,31,normal
18,5,0,11,34,low
18,5,1,12,36,low
18,1,1,16,36,normal
18,1,1,34,54,normal
18,1,0,24,43,normal
18,0,0,23,41,normal
18,0,0,27,45,normal
18,5,0,28,51,normal
18,1,0,14,33,normal
18,5,0,25,48,normal
18,4,1,30,53,normal
18,5,1,30,54,normal
62,24,7,2,95,low
51,23,6,1,81,low
114,23,10,19,166,normal
85,22,9,9,125,normal
102,24,4,20,150,normal
101,18,3,17,139,normal
116,19,0,17,152,normal
117,38,50,5,210,heavy
114,32,34,2,182,heavy
120,17,23,1,161,normal
145,20,25,2,192,heavy
125,30,48,1,204,heavy
103,27,45,1,176,heavy
114,20,43,1,178,heavy
145,10,44,1,200,heavy
147,31,20,4,202,heavy
104,24,40,0,168,heavy
124,11,22,0,157,normal
101,37,31,4,173,heavy
144,30,37,1,212,heavy
24,18,37,18,97,normal
24,8,17,25,74,normal
16,22,12,20,70,normal
26,2,39,26,93,normal
90,7,18,15,130,normal
59,6,11,11,87,low
28,7,22,18,75,normal
60,5,14,21,100,normal
69,9,8,23,109,normal
59,9,12,26,106,normal
24,10,5,21,60,normal
41,7,7,21,76,normal
48,10,9,29,96,normal
59,10,14,23,106,normal
67,7,12,28,114,high
52,9,8,20,89,normal
45,26,29,10,110,normal
14,21,7,18,60,normal
55,22,24,10,111,normal
45,14,39,5,103,normal
90,17,16,11,134,normal
33,21,25,5,84,normal
118,25,31,13,187,heavy
86,28,13,5,132,normal
105,29,22,12,168,heavy
10,19,26,8,63,normal
46,22,18,9,95,normal
105,35,48,6,194,heavy
135,37,34,5,211,heavy
103,29,44,6,182,heavy
113,13,42,10,178,heavy
103,20,27,9,159,high
150,13,20,9,192,heavy
116,25,33,8,182,heavy
109,16,41,9,175,heavy
112,11,50,5,178,heavy
104,31,30,5,170,heavy
146,18,40,6,210,heavy
110,24,10,29,173,heavy
60,15,12,25,112,high
103,9,14,29,155,high
102,6,15,6,129,normal
51,17,16,8,92,normal
62,12,11,18,103,normal
103,14,12,5,134,normal
50,7,11,23,91,normal
80,14,20,6,120,normal
98,13,18,21,150,high
53,25,20,13,111,normal
52,8,10,27,97,normal
71,23,13,21,128,high
17,3,0,29,49,normal
20,5,1,36,62,normal
15,0,0,32,47,normal
15,0,1,20,36,normal
14,2,0,23,39,normal
13,1,0,29,43,normal
14,5,0,31,50,normal
16,3,0,33,52,normal
18,4,1,15,38,normal
20,0,1,23,44,normal
19,3,0,16,38,normal
10,3,0,12,25,low
10,4,0,23,37,normal
12,5,0,29,46,normal
10,0,0,39,49,normal
16,2,1,21,40,normal
18,4,1,36,59,normal
15,1,0,14,30,normal
17,4,0,13,34,normal
18,3,1,24,46,normal
19,2,0,11,32,low
19,3,0,21,43,normal
19,3,1,31,54,normal
14,2,1,19,36,normal
11,0,0,27,38,normal
27,6,1,11,45,low
33,11,6,13,63,normal
63,6,7,10,86,low
58,13,4,15,90,normal
57,11,7,10,85,low
63,10,6,12,91,low
74,9,0,15,98,normal
71,9,7,10,97,low
33,9,6,13,61,normal
29,6,1,12,48,low
32,9,3,11,55,low
57,14,3,11,85,low
31,11,0,14,56,normal
30,9,3,10,52,low
61,8,7,12,88,low
47,10,4,10,71,low
80,16,4,15,115,normal
49,10,2,10,71,low
58,7,5,13,83,normal
53,19,1,10,83,low
132,47,25,0,204,heavy
131,52,15,0,198,heavy
171,59,27,3,260,heavy
131,43,20,3,197,heavy
177,56,12,4,249,heavy
160,47,30,3,240,heavy
178,68,28,4,278,heavy
169,70,20,3,262,heavy
133,56,25,2,216,heavy
151,52,13,0,216,heavy
179,46,27,3,255,heavy
144,68,20,0,232,heavy
162,46,19,2,229,heavy
159,44,23,2,228,heavy
174,67,30,1,272,heavy
136,57,29,4,226,heavy
156,42,12,3,213,heavy
175,63,19,3,260,heavy
172,62,20,2,256,heavy
171,49,15,0,235,heavy
172,65,18,2,257,heavy
176,50,13,1,240,heavy
153,50,23,3,229,heavy
148,64,27,0,239,heavy
56,28,6,2,92,low
88,26,25,0,139,normal
82,23,14,0,119,normal
77,20,7,0,104,low
66,24,1,0,91,low
72,22,8,2,104,low
62,28,21,2,113,normal
66,26,4,1,97,low
85,20,4,0,109,low
87,24,11,2,124,normal
67,28,25,0,120,normal
70,26,16,2,114,normal
62,20,20,1,103,normal
67,29,1,0,97,low
65,25,1,1,92,low
76,24,23,0,123,normal
42,1,5,11,59,low
42,10,3,1,56,low
31,11,1,12,55,low
47,7,3,6,63,low
28,7,2,4,41,low
22,3,6,1,32,low
29,1,7,5,42,low
43,9,1,11,64,low
23,3,3,8,37,low
21,2,5,15,43,normal
31,2,1,9,43,low
15,5,0,18,38,normal
11,2,0,15,28,normal
12,0,1,17,30,normal
18,3,0,18,39,normal
19,1,0,31,51,normal
17,0,0,22,39,normal
15,5,0,14,34,normal
15,1,1,24,41,normal
18,4,0,33,55,normal
14,4,0,34,52,normal
14,0,1,19,34,normal
19,3,0,36,58,normal
10,4,1,21,36,normal
19,1,0,19,39,normal
18,5,0,26,49,normal
17,1,1,25,44,normal
20,2,0,12,34,low
15,5,0,15,35,normal
11,4,0,14,29,normal
14,3,1,18,36,normal
13,2,0,39,54,normal
17,5,0,29,51,normal
13,5,0,31,49,normal
18,5,0,35,58,normal
15,4,0,16,35,normal
55,15,5,3,78,low
76,10,7,9,102,low
98,0,9,19,126,normal
98,12,6,6,122,normal
103,2,10,20,135,normal
93,17,8,12,130,normal
115,27,9,16,167,normal
120,12,22,3,157,normal
142,18,27,0,187,heavy
117,29,49,2,197,heavy
126,36,24,0,186,heavy
110,39,38,5,192,heavy
149,20,39,5,213,heavy
109,29,23,5,166,normal
124,34,24,4,186,heavy
149,35,32,1,217,heavy
125,32,38,4,199,heavy
101,23,38,1,163,high
137,36,30,0,203,heavy
139,15,21,3,178,heavy
19,3,29,9,60,normal
13,11,39,7,70,normal
31,2,29,27,89,normal
18,24,21,22,85,normal
26,12,14,13,65,normal
31,15,13,28,87,normal
12,22,8,11,53,low
54,5,13,23,95,normal
59,7,13,21,100,normal
58,8,6,23,95,normal
53,8,9,25,95,normal
54,7,7,20,88,normal
39,10,4,29,82,normal
38,9,8,22,77,normal
36,5,10,23,74,normal
68,6,12,24,110,normal
50,18,26,14,108,normal
120,28,22,20,190,heavy
60,14,28,9,111,normal
105,14,8,19,146,normal
89,27,18,8,142,normal
28,17,31,10,86,normal
79,14,23,6,122,normal
15,11,30,14,70,normal
77,27,23,18,145,normal
19,14,24,6,63,normal
79,13,28,7,127,high
114,10,22,9,155,normal
150,30,22,5,207,heavy
142,23,25,7,197,heavy
111,36,25,6,178,heavy
143,37,38,8,226,heavy
120,37,43,10,210,heavy
147,20,49,7,223,normal
140,22,27,5,194,heavy
128,37,20,9,194,heavy
114,23,42,10,189,heavy
117,20,22,9,168,heavy
93,24,17,23,157,high
65,15,15,8,103,low
100,22,14,8,144,normal
85,12,11,18,126,normal
56,7,12,12,87,low
50,12,15,18,95,normal
74,9,11,12,106,low
73,15,18,7,113,normal
99,13,20,30,162,high
110,14,17,8,149,normal
82,5,12,34,133,high
58,19,12,17,106,normal
70,10,14,32,126,high
10,1,0,33,44,normal
14,1,1,40,56,normal
17,1,1,17,36,normal
12,4,1,22,39,normal
15,0,0,16,31,normal
13,4,0,25,42,normal
14,5,1,12,32,low
18,1,1,35,55,normal
18,5,1,19,43,normal
19,3,0,38,60,normal
13,0,1,12,26,low
20,0,1,38,59,normal
20,1,1,24,46,normal
17,3,1,17,38,normal
12,3,1,35,51,normal
19,0,1,30,50,normal
19,2,1,30,52,normal
18,1,0,16,35,normal
11,0,0,31,42,normal
10,1,1,12,24,low
16,1,0,24,41,normal
18,3,0,28,49,normal
20,1,1,39,61,normal
19,3,1,27,50,normal
14,1,1,34,50,normal
61,26,1,16,104,normal
72,26,6,4,108,low
86,24,3,18,131,normal
75,1,8,10,94,low
75,1,7,9,92,low
93,5,4,1,103,low
111,6,2,5,124,normal
111,18,41,2,172,heavy
114,27,46,0,187,heavy
139,19,50,2,210,heavy
109,14,38,1,162,high
105,16,22,3,146,normal
150,13,31,4,198,heavy
122,13,47,3,185,heavy
114,24,46,2,186,heavy
119,36,41,0,196,heavy
108,35,39,0,182,heavy
113,18,28,1,160,high
118,36,37,0,191,heavy
113,35,48,3,199,heavy
66,7,22,30,125,high
64,12,27,8,111,normal
37,5,13,11,66,low
82,17,31,20,150,high
63,5,23,12,103,normal
20,12,16,24,72,normal
46,5,34,9,94,normal
35,9,8,29,81,normal
33,9,11,21,74,normal
32,9,10,30,81,normal
62,10,6,22,100,normal
62,10,11,22,105,normal
54,10,12,25,101,normal
48,8,15,23,94,normal
20,10,12,24,66,normal
35,10,5,30,80,normal
112,15,40,10,177,heavy
51,21,25,13,110,normal
53,12,23,8,96,normal
63,22,18,15,118,normal
50,23,16,8,97,normal
94,20,35,17,166,high
7,27,39,17,90,normal
109,18,13,6,146,normal
18,27,19,6,70,normal
21,30,5,5,61,low
49,16,9,12,86,low
129,28,40,6,203,heavy
141,18,28,8,195,heavy
131,14,43,7,195,heavy
105,38,23,5,171,heavy
125,35,37,5,202,heavy
127,36,42,9,214,heavy
129,22,25,9,185,heavy
121,39,47,8,215,heavy
138,29,42,9,218,heavy
119,26,21,5,171,heavy
138,17,48,8,211,heavy
72,12,14,32,130,high
92,23,20,30,165,high
94,17,11,24,146,high
102,25,12,24,163,high
71,23,17,14,125,normal
58,5,19,25,107,normal
93,22,18,10,143,normal
59,23,10,35,127,high
57,20,10,20,107,normal
96,9,18,25,148,high
104,12,16,20,152,normal
104,22,17,23,166,high
88,8,11,29,136,high
20,3,0,16,39,normal
17,2,1,30,50,normal
17,4,0,23,44,normal
15,5,0,21,41,normal
10,0,1,31,42,normal
11,1,1,19,32,normal
12,2,0,29,43,normal
11,0,1,11,23,low
18,4,1,28,51,normal
13,3,0,26,42,normal
16,3,0,34,53,normal
16,4,0,35,55,normal
20,2,1,33,56,normal
14,4,1,28,47,normal
11,4,1,19,35,normal
19,4,0,17,40,normal
18,3,1,26,48,normal
10,1,1,21,33,normal
20,5,1,40,66,normal
11,5,0,37,53,normal
15,4,1,29,49,normal
16,2,1,27,46,normal
10,3,1,23,37,normal
16,5,1,31,53,normal
20,0,1,30,51,normal
61,4,5,17,87,normal
91,8,6,2,107,low
94,4,5,2,105,low
117,8,6,16,147,normal
111,14,10,14,149,normal
91,2,3,5,101,low
96,9,1,16,122,normal
134,15,42,5,196,heavy
121,35,39,4,199,heavy
118,40,40,3,201,heavy
115,17,40,1,173,heavy
106,22,37,0,165,high
147,26,40,0,213,heavy
102,13,31,2,148,high
102,12,24,3,141,normal
130,40,31,2,203,heavy
102,17,33,0,152,high
105,13,48,5,171,heavy
129,24,25,0,178,heavy
117,11,45,0,173,heavy
74,14,23,21,132,high
80,14,35,18,147,high
31,7,34,24,96,normal
18,15,9,15,57,normal
15,10,23,20,68,normal
37,18,8,16,79,normal
10,7,5,14,36,normal
54,6,15,23,98,normal
34,7,5,24,70,normal
50,7,8,21,86,normal
44,9,10,24,87,normal
63,8,15,24,110,normal
56,6,6,29,97,normal
69,5,13,27,114,high
39,5,3,30,77,normal
61,10,14,24,109,normal
61,30,5,20,116,normal
20,17,9,5,51,low
70,22,38,7,137,high
25,30,31,9,95,normal
23,13,12,6,54,low
105,30,24,8,167,normal
107,10,6,6,129,normal
40,20,36,7,103,normal
74,18,37,11,140,high
62,15,8,11,96,low
81,20,14,12,127,normal
111,32,43,5,191,heavy
145,12,41,6,204,heavy
139,11,20,7,177,heavy
129,40,31,10,210,heavy
128,22,28,8,186,heavy
103,17,23,8,151,normal
127,32,29,7,195,heavy
120,35,44,8,207,heavy
106,11,41,7,165,high
114,40,31,5,190,heavy
101,13,20,7,141,normal
110,25,19,34,188,heavy
108,6,17,23,154,high
104,12,10,10,136,normal
102,22,17,23,164,high
77,19,16,8,120,normal
70,16,19,33,138,high
75,9,13,28,125,high
95,9,16,29,149,high
77,17,17,22,133,high
73,16,14,34,137,high
59,7,18,12,96,normal
54,20,10,9,93,low
90,6,18,32,146,high
15,5,1,32,53,normal
12,1,0,11,24,low
17,2,0,28,47,normal
13,5,1,12,31,low
15,5,0,21,41,normal
18,4,0,11,33,low
12,4,0,21,37,normal
10,4,1,12,27,low
15,2,0,25,42,normal
11,0,0,24,35,normal
15,2,1,15,33,normal
20,3,1,29,53,normal
17,2,0,24,43,normal
19,5,1,26,51,normal
20,3,1,32,56,normal
15,3,0,19,37,normal
13,5,0,17,35,normal
12,5,1,19,37,normal
10,2,0,27,39,normal
20,4,1,23,48,normal
14,0,0,16,30,normal
12,4,1,28,45,normal
19,2,0,20,41,normal
20,2,1,19,42,normal
16,0,0,36,52,normal
62,20,4,18,104,normal
50,13,2,14,79,normal
101,3,6,6,116,normal
94,15,2,9,120,normal
68,10,8,1,87,low
95,3,8,20,126,normal
113,7,10,16,146,normal
106,13,39,1,159,high
105,32,47,4,188,heavy
150,19,34,4,207,heavy
137,38,39,2,216,heavy
113,11,32,1,157,high
117,30,26,5,178,heavy
130,10,37,1,178,heavy
150,32,31,1,214,heavy
146,10,30,3,189,heavy
123,24,46,2,195,heavy
110,24,26,4,164,high
111,33,31,2,177,heavy
132,18,32,2,184,heavy
66,16,22,13,117,normal
45,24,5,23,97,normal
92,19,15,7,133,normal
78,22,16,25,141,high
90,2,15,18,125,normal
23,2,37,9,71,normal
17,5,6,20,48,normal
41,5,4,24,74,normal
32,5,15,26,78,normal
65,7,7,22,101,normal
22,6,3,25,56,normal
54,7,4,28,93,normal
38,5,8,28,79,normal
59,7,15,23,104,normal
34,8,10,23,75,normal
28,6,3,27,64,normal
7,16,11,14,48,normal
8,12,22,8,50,normal
42,25,38,18,123,high
82,13,28,5,128,high
14,24,26,9,73,normal
39,25,33,9,106,normal
47,14,29,6,96,normal
120,20,21,18,179,heavy
114,11,39,10,174,heavy
99,24,30,10,163,high
78,18,30,8,134,high
144,40,29,10,223,normal
107,28,38,9,182,heavy
123,28,24,10,185,heavy
126,15,28,6,175,heavy
147,28,23,5,203,heavy
100,21,33,7,161,high
113,12,22,6,153,normal
130,34,30,6,200,heavy
118,40,29,10,197,heavy
113,38,44,9,204,heavy
117,29,29,9,184,heavy
106,12,20,32,170,heavy
96,11,15,14,136,normal
58,11,14,24,107,normal
76,22,10,9,117,normal
66,6,12,33,117,high
61,23,13,18,115,normal
93,6,15,17,131,normal
51,11,16,26,104,normal
86,6,12,9,113,normal
77,15,12,29,133,high
84,15,16,8,123,normal
103,12,15,10,140,normal
60,9,11,27,107,normal
14,1,1,22,38,normal
14,2,0,35,51,normal
13,1,1,31,46,normal
19,0,1,22,42,normal
13,4,0,28,45,normal
13,1,0,26,40,normal
12,0,1,34,47,normal
20,1,1,38,60,normal
12,3,0,38,53,normal
12,1,0,40,53,normal
20,5,0,10,35,low
12,4,1,27,44,normal
15,5,0,21,41,normal
19,2,0,30,51,normal
11,0,1,40,52,normal
15,3,0,35,53,normal
15,0,1,37,53,normal
16,2,0,37,55,normal
10,0,1,24,35,normal
12,0,1,31,44,normal
15,1,1,36,53,normal
14,5,0,17,36,normal
17,3,1,38,59,normal
19,0,0,18,37,normal
18,5,1,30,54,normal
119,12,6,4,141,normal
74,28,1,13,116,normal
101,26,10,0,137,normal
99,4,7,19,129,normal
99,18,7,5,129,normal
102,24,2,8,136,normal
50,4,6,13,73,normal
128,11,46,4,189,heavy
129,39,43,0,211,heavy
129,27,38,0,194,heavy
113,24,22,2,161,normal
141,15,21,5,182,heavy
120,22,29,1,172,heavy
141,24,47,4,216,heavy
149,24,33,1,207,heavy
140,40,36,1,217,heavy
140,20,36,0,196,heavy
107,13,31,4,155,high
141,15,32,4,192,heavy
120,27,38,4,189,heavy
70,14,21,5,110,normal
55,24,16,21,116,high
52,18,22,16,108,normal
65,4,19,21,109,normal
54,10,30,28,122,high
37,3,32,18,90,normal
23,3,37,18,81,normal
43,7,7,29,86,normal
22,6,13,24,65,normal
21,10,6,30,67,normal
48,8,11,22,89,normal
35,5,12,20,72,normal
69,5,13,22,109,normal
22,9,10,21,62,normal
46,5,9,23,83,normal
49,5,11,21,86,normal
29,18,29,20,96,normal
96,23,31,14,164,high
100,27,23,16,166,normal
96,22,36,5,159,high
27,26,25,15,93,normal
114,21,32,5,172,heavy
74,27,34,10,145,high
14,16,9,14,53,normal
84,30,26,10,150,high
96,19,14,18,147,normal
40,15,28,5,88,normal
110,15,46,5,176,heavy
138,39,31,7,215,heavy
118,32,32,10,192,heavy
142,34,38,9,223,normal
113,13,36,5,167,normal
104,29,32,7,172,heavy
134,39,21,9,203,heavy
107,15,48,5,175,heavy
139,25,43,7,214,heavy
128,20,20,6,174,heavy
101,13,47,10,171,heavy
105,17,13,23,158,high
103,14,13,9,139,normal
51,23,15,13,102,normal
84,10,16,20,130,normal
97,25,19,24,165,high
98,8,10,19,135,normal
94,13,19,25,151,high
105,25,11,35,176,heavy
74,9,13,6,102,low
57,18,13,28,116,high
57,14,11,33,115,high
84,23,19,15,141,normal
105,14,16,33,168,heavy
10,4,1,38,53,normal
15,1,1,29,46,normal
14,1,1,25,41,normal
20,2,0,37,59,normal
20,1,0,27,48,normal
13,1,1,18,33,normal
19,0,0,35,54,normal
14,1,1,27,43,normal
13,5,0,12,30,low
18,5,0,12,35,low
10,3,1,32,46,normal
14,2,0,15,31,normal
16,3,0,15,34,normal
14,2,0,25,41,normal
17,5,0,18,40,normal
13,1,0,28,42,normal
19,0,1,20,40,normal
15,4,0,40,59,normal
14,3,1,26,44,normal
15,4,0,14,33,normal
12,3,1,13,29,normal
12,4,0,31,47,normal
17,4,1,20,42,normal
12,0,1,13,26,normal
18,2,0,16,36,normal
115,16,10,13,154,normal
117,5,10,15,147,normal
92,26,8,7,133,normal
88,3,6,4,101,low
109,11,4,3,127,normal
81,4,0,20,105,normal
118,2,5,19,144,normal
107,26,31,2,166,high
103,11,35,5,154,high
145,13,33,3,194,heavy
143,22,37,4,206,heavy
113,38,50,3,204,heavy
149,10,47,3,209,heavy
132,33,35,2,202,heavy
119,40,41,2,202,heavy
133,31,27,2,193,heavy
140,20,44,4,208,heavy
140,34,31,1,206,heavy
128,37,50,2,217,heavy
132,11,24,3,170,heavy
23,8,40,27,98,normal
75,2,18,29,124,high
99,14,33,14,160,high
10,1,13,7,31,low
74,21,29,26,150,high
29,15,25,5,74,normal
50,17,38,24,129,high
64,9,14,20,107,normal
49,5,10,21,85,normal
39,7,10,30,86,normal
68,5,5,24,102,normal
67,7,8,22,104,normal
47,8,3,25,83,normal
66,9,7,24,106,normal
46,8,3,22,79,normal
54,6,12,21,93,normal
18,16,32,18,84,normal
24,20,7,9,60,low
113,17,16,20,166,normal
52,13,15,10,90,low
58,26,25,18,127,normal
44,19,22,6,91,normal
8,26,34,9,77,normal
31,10,27,8,76,normal
115,24,16,5,160,normal
56,29,16,16,117,normal
7,12,33,12,64,normal
133,10,46,10,199,heavy
104,31,37,6,178,heavy
100,38,36,9,183,heavy
127,25,37,5,194,heavy
118,32,48,6,204,heavy
147,19,31,8,205,heavy
123,36,34,5,198,heavy
111,24,25,5,165,normal
121,16,42,8,187,heavy
119,38,47,7,211,heavy
132,30,41,6,209,heavy
52,6,12,18,88,normal
97,21,10,8,136,normal
50,16,20,31,117,high
94,25,19,8,146,normal
66,11,18,34,129,high
105,16,15,6,142,normal
56,23,10,18,107,normal
105,19,10,25,159,high
60,18,11,16,105,normal
88,10,14,11,123,normal
110,6,14,23,153,high
78,20,11,35,144,high
105,14,10,7,136,normal
18,1,0,10,29,low
18,1,0,27,46,normal
12,4,1,18,35,normal
15,4,1,32,52,normal
13,4,0,32,49,normal
14,4,0,15,33,normal
15,4,0,17,36,normal
14,0,1,21,36,normal
17,5,0,37,59,normal
14,4,1,12,31,low
16,2,0,15,33,normal
13,4,1,14,32,normal
12,4,0,29,45,normal
19,4,1,30,54,normal
18,4,0,18,40,normal
18,1,1,12,32,low
20,4,1,21,46,normal
10,2,1,20,33,normal
18,5,1,23,47,normal
16,5,1,30,52,normal
12,3,0,40,55,normal
12,2,0,40,54,normal
16,0,1,37,54,normal
15,4,1,16,36,normal
13,0,0,38,51,normal
61,5,3,14,83,normal
27,15,6,10,58,low
74,11,5,15,105,normal
70,6,7,14,97,normal
33,6,0,11,50,low
29,12,1,13,55,normal
69,5,7,10,91,low
41,16,7,15,79,normal
35,11,5,11,62,low
25,9,6,14,54,normal
65,15,1,11,92,low
66,6,3,14,89,normal
27,6,5,15,53,normal
75,6,1,10,92,low
